Unnamed: 0,RequestID,StartDate,EndDate,AgencyName,CategoryDescription,SelectionMethodDescription,ContractAmount
13006,20071214022,12/21/2007,12/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,59646.0
13008,20110202006,02/09/2011,02/09/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1684618.17
13009,20140703005,07/14/2014,07/14/2014,Citywide Administrative Services,Goods,Intergovernmental Purchase,508194.0
13010,20101227008,01/03/2011,01/03/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,164727958.0
13011,20120410008,04/17/2012,04/17/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,14108750.0
13012,20090820001,08/26/2009,08/26/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,32266.5
13013,20091216018,12/23/2009,12/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,37950.54
13014,20130205013,02/12/2013,02/12/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,1727676.0
13015,20120426007,05/03/2012,05/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,2564643.0
13018,20121025018,11/01/2012,11/01/2012,Citywide Administrative Services,Goods,Other,250110.0
13022,20080118014,01/28/2008,01/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,787296.0
13023,20071025003,11/01/2007,11/01/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,387618.0
13024,20160311031,03/18/2016,03/18/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,3717778.0
13026,20090218008,02/26/2009,02/26/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,169492.5
13028,20180321024,03/28/2018,03/28/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,1311784.0
13029,20110707021,07/14/2011,07/14/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,719811.54
13030,20161123011,12/01/2016,12/01/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1061482.5
13031,20121217018,12/24/2012,12/24/2012,Citywide Administrative Services,Goods,Intergovernmental Purchase,480000.0
13032,20110211018,02/18/2011,02/18/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,279650.0
13034,20080312020,03/19/2008,03/19/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,19940.22
13035,20150825011,09/01/2015,09/01/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,243156.0
13037,20180604002,06/08/2018,06/08/2018,Citywide Administrative Services,Goods,Innovative Procurement,55924.0
13040,20120530015,06/06/2012,06/06/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,45282.5
13041,20170908038,09/15/2017,09/15/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,81374.0
13042,20090403009,04/10/2009,04/10/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,911660.0
13043,20071003022,10/11/2007,10/11/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,171918.92
13047,20090812011,08/19/2009,08/19/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,1677840.0
13053,20071001016,10/09/2007,10/09/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,4891050.11
13056,20160525007,06/02/2016,06/02/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,1701625.0
13057,20110412013,04/19/2011,04/19/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,239646.0
13061,20160902013,09/12/2016,09/12/2016,Information Technology and Telecommunications,Goods,Intergovernmental Purchase,4377001.5
13062,20081222029,12/30/2008,12/30/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,273875.0
13063,20071210023,12/17/2007,12/17/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,159612.57
13064,20120605005,06/12/2012,06/12/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,71100.0
13065,20111013029,10/20/2011,10/20/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,940716.6
13068,20070827004,09/04/2007,09/04/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,63920.5
13069,20160706009,07/13/2016,07/13/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,2550000.0
13070,20080513004,05/20/2008,05/20/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,57830.4
13071,20180621026,06/28/2018,06/28/2018,Citywide Administrative Services,Goods,Other,2052000.0
13072,20170123005,01/30/2017,01/30/2017,Citywide Administrative Services,Goods,Intergovernmental Purchase,2000000.0
13073,20090313021,03/17/2009,03/17/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,178063.28
13075,20080624011,07/01/2008,07/01/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,90640.0
13077,20180815006,08/24/2018,08/24/2018,Information Technology and Telecommunications,Goods,Intergovernmental Purchase,284722625.0
13078,20170628038,07/10/2017,07/10/2017,Citywide Administrative Services,Goods,Other,1296185.57
13079,20090623009,06/30/2009,06/30/2009,Citywide Administrative Services,Goods,Other,810.0
13080,20150107011,01/14/2015,01/14/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,209394.24
13081,20130307001,03/13/2013,03/13/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,286471.82
13082,20110217018,02/25/2011,02/25/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,420.0
13085,20120307007,03/14/2012,03/14/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,902942.0
13087,20080626014,07/03/2008,07/03/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,288761.0
13088,20070917020,09/19/2007,09/19/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,149400.0
13090,20151023025,11/02/2015,11/02/2015,Citywide Administrative Services,Goods,Other,254578.5
13092,20081223007,12/31/2008,12/31/2008,Citywide Administrative Services,Goods,Other,840.0
13093,20110104014,01/12/2011,01/12/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,226235.01
13098,20190621010,06/28/2019,06/28/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,25146.96
13101,20071121001,11/29/2007,11/29/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,329801.84
13104,20090304021,03/11/2009,03/11/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,3345972.0
13105,20080527004,06/03/2008,06/03/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,3465825.0
13106,20081211016,12/19/2008,12/19/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,365565.0
13109,20190328021,04/04/2019,04/04/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,3550000.0
13110,20071011005,10/18/2007,10/18/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,319000.0
13112,20111208005,12/15/2011,12/15/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,160950.0
13114,20110718016,07/25/2011,07/25/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,2460.15
13115,20160714018,07/21/2016,07/21/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,253457.0
13117,20081202017,12/11/2008,12/11/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,302352.0
13119,20080311018,03/18/2008,03/18/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,44355.0
13120,20190418010,04/25/2019,04/25/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,797760.0
13122,20080124023,01/31/2008,01/31/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,79731.5
13123,20120327017,04/03/2012,04/03/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,171990.0
13125,20110630020,07/08/2011,07/08/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,168056.75
13126,20110322016,03/29/2011,03/29/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,167850.0
13128,20100820019,08/27/2010,08/27/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,4690000.0
13129,20140624012,07/01/2014,07/01/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,233130.0
13132,20161207015,12/14/2016,12/14/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,2250232.0
13133,20100119017,01/26/2010,01/26/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,7440.15
13135,20110516022,05/23/2011,05/23/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,106997.35
13138,20090610021,06/17/2009,06/17/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,3465.0
13139,20110303005,03/10/2011,03/10/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,120780.0
13140,20080226015,03/04/2008,03/04/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,388184.0
13141,20180328010,04/04/2018,04/04/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,950380.0
13142,20110627009,07/05/2011,07/05/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,315.0
13143,20170201019,02/08/2017,02/08/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,539880.0
13144,20150320004,03/27/2015,03/27/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1500000.0
13145,20130320019,03/27/2013,03/27/2013,Citywide Administrative Services,Goods,Emergency Purchase,127539.0
13146,20141105011,11/13/2014,11/13/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,803000.0
13147,20150302028,03/09/2015,03/09/2015,Citywide Administrative Services,Goods,Other,62038.96
13148,20110829008,09/06/2011,09/06/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,128325.0
13149,20120912008,09/19/2012,09/19/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,9049696.0
13150,20150202013,02/09/2015,02/09/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,3500820.0
13155,20100813026,08/20/2010,08/20/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1084157.55
13157,20120816019,08/23/2012,08/23/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,363212.84
13158,20120802010,08/09/2012,08/09/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,19457.9
13160,20191126019,12/04/2019,12/04/2019,Environmental Protection,Goods,Innovative Procurement,137700.0
13163,20151029009,11/06/2015,11/06/2015,Citywide Administrative Services,Goods,Other,181182.0
13165,20100315042,03/22/2010,03/22/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,11965.5
13166,20180323010,03/30/2018,03/30/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,3907800.0
13168,20090831011,09/08/2009,09/08/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,110784.0
13169,20150122015,01/29/2015,01/29/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,127500.0
13171,20161013013,10/20/2016,10/20/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,226640.0
13172,20160607024,06/14/2016,06/14/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,30000000.0
13175,20160419012,04/26/2016,04/26/2016,Citywide Administrative Services,Goods,Renewal,18681065.0
13179,20180517017,05/24/2018,05/24/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,2683750.0
13180,20110930018,10/07/2011,10/07/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,316651.0
13182,20090420011,04/27/2009,04/27/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,820000.0
13183,20080910015,09/17/2008,09/17/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,400000.0
13186,20100615004,06/22/2010,06/22/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,288960.0
13187,20180323018,03/30/2018,03/30/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,227500.0
13188,20140902004,09/09/2014,09/09/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,333200.0
13189,20120730021,08/06/2012,08/06/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,91100.0
13191,20110609013,06/16/2011,06/16/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,31882.8
13195,20120924001,10/01/2012,10/01/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,547500.0
13196,20090114004,01/22/2009,01/22/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,1387650.0
13200,20110728017,08/04/2011,08/04/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,266390.0
13201,20160525020,06/02/2016,06/02/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,27945.0
13203,20100607006,06/14/2010,06/14/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,68736.0
13204,20180117005,01/24/2018,01/24/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,5494000.0
13205,20120305034,03/12/2012,03/12/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,4984187.5
13208,20100216004,02/23/2010,02/23/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,198540.0
13209,20141112024,11/19/2014,11/19/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,34717.5
13210,20081014001,10/21/2008,10/21/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,195300.0
13211,20081229003,01/06/2009,01/06/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,179418.0
13212,20150505019,05/12/2015,05/12/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,50853.8
13213,20110711013,07/18/2011,07/18/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,11217.0
13218,20150430011,05/07/2015,05/07/2015,Citywide Administrative Services,Goods,Emergency Purchase,594733.12
13220,20110503021,05/11/2011,05/11/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,128492.0
13221,20110211010,02/18/2011,02/18/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,4168.0
13222,20131113005,11/20/2013,11/20/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,4999958.0
13223,20080212014,02/20/2008,02/20/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,150000.0
13224,20130716019,07/23/2013,07/23/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,717240.0
13225,20171024009,10/31/2017,10/31/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,799000.0
13226,20111003012,10/11/2011,10/11/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,203880.0
13227,20130520013,05/29/2013,05/29/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,209628.0
13228,20130916010,09/23/2013,09/23/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,106700.88
13230,20090821010,08/28/2009,08/28/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,247294.47
13232,20080606012,06/13/2008,06/13/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,302910.0
13233,20141226002,01/05/2015,01/05/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,2210369.5
13234,20091119011,11/27/2009,11/27/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,470334.2
13239,20141222002,12/30/2014,12/30/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,374502.4
13242,20151201016,12/08/2015,12/08/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,2258520.0
13246,20091022009,10/29/2009,10/29/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,101706.72
13251,20081023023,10/30/2008,10/30/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,102870.0
13252,20180515027,05/22/2018,05/22/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,58272.0
13254,20101223016,01/03/2011,01/03/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,203116.0
13256,20190102006,01/09/2019,01/09/2019,Citywide Administrative Services,Goods,Renewal,28000000.0
13257,20100913022,09/20/2010,09/20/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,220000.0
13258,20130528006,06/04/2013,06/04/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,249350.0
13264,20190528016,06/04/2019,06/04/2019,Information Technology and Telecommunications,Goods,Intergovernmental Purchase,912701.54
13265,20150519009,05/28/2015,05/28/2015,Citywide Administrative Services,Goods,Intergovernmental Purchase,257519.85
13266,20110712016,07/20/2011,07/20/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,1601827.5
13269,20160526022,06/03/2016,06/03/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,577550.0
13270,20110708013,07/15/2011,07/15/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,308000.0
13272,20160330009,04/07/2016,04/07/2016,Citywide Administrative Services,Goods,Other,2186559.11
13276,20150429023,05/07/2015,05/07/2015,Citywide Administrative Services,Goods,Other,117300.0
13277,20120629010,07/09/2012,07/09/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,196644.45
13278,20140324013,03/31/2014,03/31/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,203258.0
13279,20071128005,12/05/2007,12/05/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,83325.0
13281,20191114006,11/21/2019,11/21/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,919587.57
13283,20180502027,05/04/2018,05/04/2018,Citywide Administrative Services,Goods,Innovative Procurement,149800.0
13284,20101214014,12/21/2010,12/21/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,430250.0
13286,20080606016,06/13/2008,06/13/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,500000.0
13292,20150819017,08/26/2015,08/26/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1422894.4
13293,20080429007,05/06/2008,05/06/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,276438.14
13294,20110616015,06/24/2011,06/24/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,611096.0
13295,20110616012,06/23/2011,06/23/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1025400.0
13296,20160627021,07/06/2016,07/06/2016,Citywide Administrative Services,Goods,Other,189510.3
13297,20141021022,10/28/2014,10/28/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,149780.0
13300,20131031008,11/08/2013,11/08/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,253686.76
13302,20150807021,08/14/2015,08/14/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1928360.0
13305,20190430023,05/07/2019,05/07/2019,Environmental Protection,Goods,Innovative Procurement,23646.0
13306,20100917011,09/24/2010,09/24/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1229050.0
13308,20090226010,03/06/2009,03/06/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,156750.0
13309,20080118008,01/28/2008,01/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,528000.0
13310,20110826004,09/02/2011,09/02/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1187048.75
13314,20160502010,05/09/2016,05/09/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,17228946.05
13315,20170929020,10/06/2017,10/06/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,184158.96
13317,20170421007,04/28/2017,04/28/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,4149800.0
13318,20080722021,07/29/2008,07/29/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,8257667.5
13320,20090114022,01/23/2009,01/23/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,664427.0
13321,20160520026,05/27/2016,05/27/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,224250.0
13323,20100812003,08/19/2010,08/19/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,88500.0
13326,20110525011,06/02/2011,06/02/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,778096.8
13327,20131126015,12/05/2013,12/05/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,141612.0
13329,20180326011,04/02/2018,04/02/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,250000.0
13330,20180808007,08/16/2018,08/16/2018,Citywide Administrative Services,Goods,Intergovernmental Purchase,206659.61
13331,20090626009,07/06/2009,07/06/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,14976.0
13332,20140728020,08/04/2014,08/04/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,1200400.0
13333,20081205013,12/12/2008,12/12/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,4348757.5
13336,20090130020,02/06/2009,02/06/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,14100.0
13337,20081230011,01/08/2009,01/08/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,145159.0
13341,20090623012,06/29/2009,06/29/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,274305.95
13342,20090923007,10/01/2009,10/01/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,388200.0
13344,20090122026,01/29/2009,01/29/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,561525.0
13347,20101210014,12/20/2010,12/20/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,276250.0
13350,20090929013,10/06/2009,10/06/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,250000.0
13354,20110620016,06/27/2011,06/27/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,1500.0
13355,20080627044,07/07/2008,07/07/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,1039650.3
13356,20090805041,08/12/2009,08/12/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,117797.86
13357,20120918007,09/25/2012,09/25/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,21355.95
13360,20150522016,06/02/2015,06/02/2015,Citywide Administrative Services,Goods,Other,126292.16
13362,20151023014,11/02/2015,11/02/2015,Citywide Administrative Services,Goods,Other,120490.31
13365,20120525008,06/04/2012,06/04/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,397885.55
13366,20100610014,06/17/2010,06/17/2010,Citywide Administrative Services,Goods,Intergovernmental Purchase,249105.0
13368,20170223010,03/02/2017,03/02/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,725275.0
13372,20091127011,12/07/2009,12/07/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,118530.72
13375,20150519010,05/27/2015,05/27/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1523750.0
13377,20071003023,10/11/2007,10/11/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,158280.0
13378,20100921022,09/28/2010,09/28/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,2083700.0
13380,20121203006,12/10/2012,12/10/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,272487.5
13381,20081219002,12/29/2008,12/29/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,39480.0
13384,20141022002,10/29/2014,10/29/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,580333.15
13388,20111209001,12/16/2011,12/16/2011,Citywide Administrative Services,Goods,Other,2223.6
13391,20100805012,08/12/2010,08/12/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,451382.52
13394,20190806022,08/13/2019,08/13/2019,Board of Elections,Goods,Other,68256.0
13398,20100111013,01/19/2010,01/19/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,285130.0
13399,20190730011,08/06/2019,08/06/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,527870.0
13400,20080114012,01/22/2008,01/22/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,80078.1
13401,20071214019,12/21/2007,12/21/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,17559.0
13402,20070926015,10/03/2007,10/03/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,160725.06
13405,20080910021,09/17/2008,09/17/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,300512.68
13406,20150706016,07/13/2015,07/13/2015,Citywide Administrative Services,Goods,Competitive Sealed Bids,1620000.0
13407,20080317008,03/24/2008,03/24/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,138996.0
13417,20080416015,04/23/2008,04/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,744788.22
13418,20080416016,04/23/2008,04/23/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,2412282.07
13420,20131024016,11/04/2013,11/04/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,1800000.0
13421,20080118004,01/28/2008,01/28/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,386400.0
13422,20100921009,09/28/2010,09/28/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,1427943.0
13424,20120223012,03/01/2012,03/01/2012,Citywide Administrative Services,Goods,Competitive Sealed Bids,531400.0
13425,20090122028,01/29/2009,01/29/2009,Citywide Administrative Services,Goods,Other,600.0
13427,20181204010,12/12/2018,12/12/2018,Citywide Administrative Services,Goods,Intergovernmental Purchase,108260.0
13428,20100623018,06/30/2010,06/30/2010,Citywide Administrative Services,Goods,Competitive Sealed Bids,466185.0
13429,20130311023,03/19/2013,03/19/2013,Citywide Administrative Services,Goods,Intergovernmental Purchase,67010.72
13430,20160517010,05/24/2016,05/24/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,5162275.3
13431,20071015003,10/22/2007,10/22/2007,Citywide Administrative Services,Goods,Competitive Sealed Bids,691250.0
13433,20070926017,10/03/2007,10/03/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,115798.38
13439,20080312021,03/19/2008,03/19/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,441.6
13440,20090701034,07/10/2009,07/10/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,129037.63
13442,20140620020,06/27/2014,06/27/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,3655960.0
13444,20071212020,12/20/2007,12/20/2007,Citywide Administrative Services,Goods,Intergovernmental Purchase,1926713.53
13445,20141223004,12/31/2014,12/31/2014,Citywide Administrative Services,Goods,Competitive Sealed Bids,4285403.25
13446,20091009015,10/19/2009,10/19/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,136080.0
13451,20110315008,03/22/2011,03/22/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,389690.0
13453,20090213022,02/23/2009,02/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,503200.0
13454,20160420023,04/27/2016,04/27/2016,Citywide Administrative Services,Goods,Competitive Sealed Bids,6138.0
13456,20180802029,08/09/2018,08/09/2018,Citywide Administrative Services,Goods,Innovative Procurement,50000.0
13457,20170109012,01/17/2017,01/17/2017,Citywide Administrative Services,Goods,Competitive Sealed Bids,258400.0
13459,20110418006,04/26/2011,04/26/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,233149.73
13460,20180328008,04/04/2018,04/04/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,401170.0
13461,20090213020,02/23/2009,02/23/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,157500.0
13465,20090115005,01/23/2009,01/23/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,129990.0
13466,20180406030,04/13/2018,04/13/2018,Citywide Administrative Services,Goods,Competitive Sealed Bids,474292.0
13467,20080623026,06/30/2008,06/30/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,16873.85
13468,20130927005,10/04/2013,10/04/2013,Citywide Administrative Services,Goods,Competitive Sealed Bids,1729200.0
13471,20091119012,11/27/2009,11/27/2009,Citywide Administrative Services,Goods,Intergovernmental Purchase,153500.0
13472,20090921031,09/28/2009,09/28/2009,Citywide Administrative Services,Goods,Competitive Sealed Bids,480270.0
13473,20080604003,06/11/2008,06/11/2008,Citywide Administrative Services,Goods,Competitive Sealed Bids,146971.0
13474,20080324016,03/31/2008,03/31/2008,Citywide Administrative Services,Goods,Intergovernmental Purchase,157680.0
13475,20190621056,06/28/2019,06/28/2019,Citywide Administrative Services,Goods,Competitive Sealed Bids,6655.56
13476,20110310007,03/17/2011,03/17/2011,Citywide Administrative Services,Goods,Intergovernmental Purchase,257500.0
13477,20111026006,11/02/2011,11/02/2011,Citywide Administrative Services,Goods,Competitive Sealed Bids,207380.25
13478,20150622023,06/30/2015,06/30/2015,Citywide Administrative Services,Goods,Other,130555.0
